"","CID","Nome"
"630","V73.4","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - pessoa traumatizado ao subir ou descer do veículo"
"631","V73.5","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - condutor (motorista) traumatizado em um acidente de trânsito"
"632","V73.6","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - passageiro traumatizado em um acidente de trânsito"
"633","V73.7","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"634","V73.9","Ocupante de um ônibus traumatizado em colisão com um automóvel (carro) ou uma caminhonete - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"635","V74","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus"
"636","V74.0","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"637","V74.1","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente não-de-trânsito"
"638","V74.2","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"639","V74.3","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"640","V74.4","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa traumatizado ao subir ou descer do veículo"
"641","V74.5","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - condutor (motorista) traumatizado em um acidente de trânsito"
"642","V74.6","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - passageiro traumatizado em um acidente de trânsito"
"643","V74.7","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"644","V74.9","Ocupante de um ônibus traumatizado em colisão com um veículo de transporte pesado ou um ônibus - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"645","V75","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário"
"646","V75.0","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"647","V75.1","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - passageiro traumatizado em um acidente não-de-trânsito"
"648","V75.2","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"649","V75.3","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"650","V75.4","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - pessoa traumatizado ao subir ou descer do veículo"
"651","V75.5","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - condutor (motorista) traumatizado em um acidente de trânsito"
"652","V75.6","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - passageiro traumatizado em um acidente de trânsito"
"653","V75.7","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"654","V75.9","Ocupante de um ônibus traumatizado em colisão com um trem (comboio) ou um veículo ferroviário - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"655","V76","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado"
"656","V76.0","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"657","V76.1","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente não-de-trânsito"
"658","V76.2","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"659","V76.3","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"660","V76.4","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa traumatizado ao subir ou descer do veículo"
"661","V76.5","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - condutor (motorista) traumatizado em um acidente de trânsito"
"662","V76.6","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - passageiro traumatizado em um acidente de trânsito"
"663","V76.7","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"664","V76.9","Ocupante de um ônibus traumatizado em colisão com outro veículo não-motorizado - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"665","V77","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado"
"666","V77.0","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"667","V77.1","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente não-de-trânsito"
"668","V77.2","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"669","V77.3","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"670","V77.4","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa traumatizado ao subir ou descer do veículo"
"671","V77.5","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - condutor (motorista) traumatizado em um acidente de trânsito"
"672","V77.6","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - passageiro traumatizado em um acidente de trânsito"
"673","V77.7","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"674","V77.9","Ocupante de um ônibus traumatizado em colisão com um objeto fixo ou parado - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"675","V78","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão"
"676","V78.0","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - condutor (motorista) traumatizado em um acidente não-de-trânsito"
"677","V78.1","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente não-de-trânsito"
"678","V78.2","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente não-de-trânsito"
"679","V78.3","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um ônibus traumatizado em um acidente não-de-trânsito"
"680","V78.4","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa traumatizado ao subir ou descer do veículo"
"681","V78.5","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - condutor (motorista) traumatizado em um acidente de trânsito"
"682","V78.6","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - passageiro traumatizado em um acidente de trânsito"
"683","V78.7","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - pessoa viajando no exterior do veículo traumatizada em um acidente de trânsito"
"684","V78.9","Ocupante de um ônibus traumatizado em um acidente de transporte sem colisão - ocupante não especificado de um ônibus traumatizado em um acidente de trânsito"
"685","V79","Ocupante de um ônibus traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"686","V79.0","Condutor (motorista) traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"687","V79.1","Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente não-de-trânsito"
"688","V79.2","Ocupante não especificado de um ônibus traumatizado em colisão com outros veículos e com um veículos não especificados, a motor, em um acidente não-de-trânsito"
"689","V79.3","Ocupante (qualquer) de um ônibus traumatizado em um acidente não-de-trânsito"
"690","V79.4","Condutor (motorista) traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"691","V79.5","Passageiro traumatizado em colisão com outros veículos e com veículos não especificados, a motor, em um acidente de trânsito"
"692","V79.6","Ocupante não especificado de um ônibus traumatizado em colisão com um outros veículos e com um veículos não especificados, a motor, em um acidente de trânsito"
"693","V79.8","Ocupante ( qualquer) de um ônibus traumatizado em outros acidentes de transporte especificados"
"694","V79.9","Ocupante (qualquer) de um ônibus traumatizado em um acidente de trânsito não especificado"
"695","V80","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em um acidente de transporte"
"696","V80.0","Queda ou ejeção de uma pessoa montada em animal ou ocupante de um veículo a tração animal em um acidente sem colisão"
"697","V80.1","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um pedestre ou um animal"
"698","V80.2","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um veículo a pedal"
"699","V80.3","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um veículo a motor de duas ou três rodas"
"700","V80.4","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um automóvel (carro), uma caminhonete, um veículo de transporte pesado ou um ônibus"
"701","V80.5","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um outro veículo a motor especificado"
"702","V80.6","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um trem (comboio) ou um veículo ferroviário"
"703","V80.7","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um outro veículo não-motorizado"
"704","V80.8","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em colisão com um objeto fixo ou parado"
"705","V80.9","Pessoa montada em animal ou ocupante de um veículo a tração animal traumatizado em outros acidentes de transporte e em acidentes de transporte não especificados"
"706","V81","Ocupante de um trem (comboio) ou um veículo ferroviário traumatizado em um acidente de transporte"
"707","V81.0","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em colisão com um veículo a motor em um acidente não-de-trânsito"
"708","V81.1","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em colisão com um veículo a motor em um acidente de trânsito"
"709","V81.2","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em colisão com ou atingido por material rodante"
"710","V81.3","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em colisão com outro objeto"
"711","V81.4","Pessoa traumatizada ao subir ou descer de um trem (comboio) ou de um veículo ferroviário"
"712","V81.5","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado devido a uma queda no interior dos mesmos"
"713","V81.6","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado devido a uma queda do trem ou do veículo ferroviário"
"714","V81.7","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em razão de um descarrilhamento sem colisão antecedente"
"715","V81.8","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em outro acidente ferroviário especificado"
"716","V81.9","Ocupante de um trem (comboio) ou de um veículo ferroviário traumatizado em um acidente ferroviário não especificado"
"717","V82","Ocupante de um bonde (carro elétrico) traumatizado em um acidente de transporte"
"718","V82.0","Ocupante de um bonde (carro elétrico) traumatizado em uma colisão com um veículo a motor em um acidente não-de-trânsito"
"719","V82.1","Ocupante de um bonde (carro elétrico) traumatizado em uma colisão com um veículo a motor em um acidente de trânsito"
"720","V82.2","Ocupante de um bonde (carro elétrico) traumatizado em uma colisão com ou atingido por material rodante"
"721","V82.3","Ocupante de um bonde (carro elétrico) traumatizado em uma colisão com outro objeto"
"722","V82.4","Pessoa traumatizada ao subir ou descer de um bonde (carro elétrico)"
"723","V82.5","Ocupante de um bonde (carro elétrico) traumatizado devido a uma queda no interior do mesmo"
"724","V82.6","Ocupante de um bonde (carro elétrico) traumatizado devido a uma queda do mesmo"
"725","V82.7","Ocupante de um bonde (carro elétrico) traumatizado devido a um descarrilhamento sem colisão antecedente"
"726","V82.8","Ocupante de um bonde (carro elétrico) traumatizado em outros acidentes de transporte especificados"
"727","V82.9","Ocupante de um bonde (carro elétrico) traumatizado em um acidente de trânsito não especificado"
"728","V83","Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte"
"729","V83.0","Condutor (motorista) de um veículo especial a motor usado principalmente em áreas industrias traumatizado em um acidente de trânsito"
"730","V83.1","Passageiro de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de trânsito"
"731","V83.2","Pessoa viajando no exterior de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de trânsito"
"732","V83.3","Ocupante não especificado de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de trânsito"
"733","V83.4","Pessoa traumatizada ao subir ou descer de um veículo especial a motor usado principalmente em áreas industriais"
"734","V83.5","Condutor (motorista) de um veículo especial a motor usado principalmente em áreas industrias traumatizado em um acidente não-de-trânsito"
"735","V83.6","Passageiro de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente não-de-trânsito"
"736","V83.7","Pessoa viajando no exterior de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente não-de-trânsito"
"737","V83.9","Ocupante não especificado de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente não-de-trânsito"
"738","V84","Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte"
"739","V84.0","Condutor (motorista) de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito"
"740","V84.1","Passageiro de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito"
"741","V84.2","Pessoa viajando no exterior de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito"
"742","V84.3","Ocupante não especificado de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de trânsito"
"743","V84.4","Pessoa traumatizado ao subir ou descer de um veículo especial a motor de uso essencialmente agrícola"
"744","V84.5","Condutor (motorista) de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente não-de-trânsito"
"745","V84.6","Passageiro de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente não-de-trânsito"
"746","V84.7","Pessoa viajando no exterior de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente não-de-trânsito"
"747","V84.9","Ocupante não especificado de um veículo especial a motor de uso essencialmente agrícola traumatizada em um acidente não-de-trânsito"
"748","V85","Ocupante de um veículo a motor especial de construções traumatizado em um acidente de transporte"
"749","V85.0","Condutor (motorista) de um veículo a motor especial de construções traumatizado em um acidente de trânsito"
"750","V85.1","Passageiro de um veículo a motor especial de construções traumatizado em um acidente de trânsito"
"751","V85.2","Pessoa viajando no exterior de um veículo a motor especial de construções traumatizado em um acidente de trânsito"
"752","V85.3","Ocupante não especificado de um veículo a motor especial de construções traumatizado em um acidente de trânsito"
"753","V85.4","Pessoa traumatizada ao subir ou descer de um veículo a motor especial de construções"
"754","V85.5","Condutor (motorista) de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito"
"755","V85.6","Passageiro de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito"
"756","V85.7","Pessoa viajando no exterior de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito"
"757","V85.9","Ocupante não especificado de um veículo a motor especial de construções traumatizado em um acidente não-de-trânsito"
"758","V86","Ocupante de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de transporte"
"759","V86.0","Condutor (motorista) de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de trânsito"
"760","V86.1","Passageiro de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de trânsito"
"761","V86.2","Pessoa viajando no exterior de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública, traumatizado em um acidente de trânsito"
"762","V86.3","Ocupante não especificado de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente de trânsito"
"763","V86.4","Pessoa traumatizada ao subir ou descer de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública"
"764","V86.5","Condutor (motorista) de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito"
"765","V86.6","Passageiro de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito"
"766","V86.7","Pessoa viajando no exterior de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito"
"767","V86.9","Ocupante não especificado de um veículo especial para qualquer terreno ou de outro veículo a motor projetado essencialmente para uso não em via pública traumatizado em um acidente não-de-trânsito"
"768","V87","Acidente de trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
"769","V87.0","Pessoa traumatizada em uma colisão entre um automóvel (carro) e um veículo a motor de duas ou três rodas (acidente de trânsito)"
"770","V87.1","Pessoa traumatizada em uma colisão entre outro veículo a motor e um veículo a motor de duas ou três rodas (acidente de trânsito)"
"771","V87.2","Pessoa traumatizada em uma colisão entre um automóvel (carro) e uma caminhonete (acidente de trânsito)"
"772","V87.3","Pessoa traumatizada em uma colisão entre um automóvel (carro) e um ônibus (acidente de trânsito)"
"773","V87.4","Pessoa traumatizada em uma colisão entre um automóvel (carro) e um veículo de transporte pesado (acidente de trânsito)"
"774","V87.5","Pessoa traumatizada em uma colisão entre um veículo de transporte pesado e um ônibus (acidente de trânsito)"
"775","V87.6","Pessoa traumatizada em uma colisão entre um trem ou um veículo ferroviário e um automóvel (carro) (acidente de trânsito)"
"776","V87.7","Pessoa traumatizada em uma colisão entre outros veículos a motor especificados (acidente de trânsito)"
"777","V87.8","Pessoa traumatizada em outros acidentes de transporte especificados com veículo a motor, sem colisão (acidente de trânsito)"
"778","V87.9","Pessoa traumatizada em outros acidentes de transporte especificados (com colisão) (sem colisão) envolvendo um veículo não-motorizado (acidente de trânsito)"
"779","V88","Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
"780","V88.0","Pessoa traumatizada em uma colisão entre um automóvel (carro) e um veículo a motor de duas ou três rodas, não-de-trânsito"
"781","V88.1","Pessoa traumatizada em uma colisão entre outro veículo a motor e um veículo a motor de duas ou três rodas, não-de-trânsito"
"782","V88.2","Pessoa traumatizada em uma colisão entre um automóvel (carro) e uma caminhonete, não-de-trânsito"
"783","V88.3","Pessoa traumatizada em uma colisão entre um automóvel (carro) e um ônibus, não-de-trânsito"
"784","V88.4","Pessoa traumatizada em uma colisão entre um automóvel (carro) e um veículo de transporte pesado, não-de-trânsito"
"785","V88.5","Pessoa traumatizada em uma colisão entre um veículo de transporte pesado e um ônibus, não-de-trânsito"
"786","V88.6","Pessoa traumatizada em uma colisão entre um trem ou um veículo ferroviário e um automóvel (carro), não-de-trânsito"
"787","V88.7","Pessoa traumatizada em uma colisão entre outros veículos a motor especificados, não-de-trânsito"
"788","V88.8","Pessoa traumatizada em outros acidentes de transporte especificados, com um veículo a motor, sem colisão, não-de-trânsito"
"789","V88.9","Pessoa traumatizada em outros acidente de transporte especificados (com colisão) (sem colisão), envolvendo um veículo não-motorizado, não-de-trânsito"
"790","V89","Acidente com um veículo a motor ou não-motorizado, tipo(s) de veículo(s) não especificado(s)"
"791","V89.0","Pessoa traumatizada em um acidente com um veículo a motor não especificado, não-de-trânsito"
"792","V89.1","Pessoa traumatizada em um acidente com veículo não-motorizado, não especificado, não-de-trânsito"
"793","V89.2","Pessoa traumatizada em um acidente de trânsito com um veículo a motor não especificado"
"794","V89.3","Pessoa traumatizado em um acidente de trânsito com um veículo não-motorizado, não especificado"
"795","V89.9","Pessoa traumatizada em um acidente com um veículo não especificado"
"796","V90","Acidente com embarcação causando afogamento e submersão"
"797","V90.0","Acidente com embarcação causando afogamento e submersão - navio mercante"
"798","V90.1","Acidente com embarcação causando afogamento e submersão - navio de passageiros"
"799","V90.2","Acidente com embarcação causando afogamento e submersão - barco de pesca"
"800","V90.3","Acidente com embarcação causando afogamento e submersão - outras embarcações a motor"
"801","V90.4","Acidente com embarcação causando afogamento e submersão - barco a vela"
"802","V90.5","Acidente com embarcação causando afogamento e submersão - caiaque ou canoa"
"803","V90.6","Acidente com embarcação causando afogamento e submersão - bote inflável (sem motor)"
"804","V90.7","Acidente com embarcação causando afogamento e submersão - esqui aquático"
"805","V90.8","Acidente com embarcação causando afogamento e submersão - outras embarcações sem motor"
"806","V90.9","Acidente com embarcação causando afogamento e submersão - embarcação não especificada"
"807","V91","Acidente com embarcação causando outro tipo de traumatismo"
"808","V91.0","Acidente com embarcação causando outro tipo de traumatismo - navio mercante"
"809","V91.1","Acidente com embarcação causando outro tipo de traumatismo - navio de passageiros"
"810","V91.2","Acidente com embarcação causando outro tipo de traumatismo - barco de pesca"
"811","V91.3","Acidente com embarcação causando outro tipo de traumatismo - outras embarcações a motor"
"812","V91.4","Acidente com embarcação causando outro tipo de traumatismo - barco a vela"
"813","V91.5","Acidente com embarcação causando outro tipo de traumatismo - caiaque ou canoa"
"814","V91.6","Acidente com embarcação causando outro tipo de traumatismo - bote inflável (sem motor)"
"815","V91.7","Acidente com embarcação causando outro tipo de traumatismo - esqui aquático"
"816","V91.8","Acidente com embarcação causando outro tipo de traumatismo - outras embarcações sem motor"
"817","V91.9","Acidente com embarcação causando outro tipo de traumatismo - embarcação não especificada"
"818","V92","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação"
"819","V92.0","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - navio mercante"
"820","V92.1","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - navio de passageiros"
"821","V92.2","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - barco de pesca"
"822","V92.3","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações a motor"
"823","V92.4","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - barco a vela"
"824","V92.5","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - caiaque ou canoa"
"825","V92.6","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - bote inflável (sem motor)"
"826","V92.7","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - esqui aquático"
"827","V92.8","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - outras embarcações sem motor"
"828","V92.9","Afogamento e submersão relacionados com transporte por água sem acidente com a embarcação - embarcação não especificada"
"829","V93","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão"
"830","V93.0","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio mercante"
"831","V93.1","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - navio de passageiros"
"832","V93.2","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco de pesca"
"833","V93.3","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações a motor"
"834","V93.4","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - barco a vela"
"835","V93.5","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - caiaque ou canoa"
"836","V93.6","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - bote inflável (sem motor)"
"837","V93.7","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - esqui aquático"
"838","V93.8","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - outras embarcações sem motor"
"839","V93.9","Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão - embarcação não especificada"
"840","V94","Outros acidentes de transporte por água e os não especificados"
"841","V94.0","Outros acidentes de transporte por água e os não especificados - navio mercante"
"842","V94.1","Outros acidentes de transporte por água e os não especificados - navio de passageiros"
"843","V94.2","Outros acidentes de transporte por água e os não especificados - barco de pesca"
"844","V94.3","Outros acidentes de transporte por água e os não especificados - outras embarcações a motor"
"845","V94.4","Outros acidentes de transporte por água e os não especificados - barco a vela"
"846","V94.5","Outros acidentes de transporte por água e os não especificados - caiaque ou canoa"
"847","V94.6","Outros acidentes de transporte por água e os não especificados - bote inflável (sem motor)"
"848","V94.7","Outros acidentes de transporte por água e os não especificados - esqui aquático"
"849","V94.8","Outros acidentes de transporte por água e os não especificados - outras embarcações sem motor"
"850","V94.9","Outros acidentes de transporte por água e os não especificados - embarcação não especificada"
"851","V95","Acidente de aeronave a motor causando traumatismo ao ocupante"
"852","V95.0","Acidente de helicóptero causando traumatismo a ocupante"
"853","V95.1","Acidente de planador motorizado e ultraleve causando traumatismo a ocupante"
"854","V95.2","Acidente de outra aeronave de asa fixa de uso particular causando traumatismo a ocupante"
"855","V95.3","Acidente de aeronave de asa fixa de uso comercial causando traumatismo a ocupante"
"856","V95.4","Acidente de nave espacial causando traumatismo a ocupante"
"857","V95.8","Outros acidente de aeronaves causando traumatismo a ocupante"
"858","V95.9","Acidente de aeronave não especificada causando traumatismo a ocupante"
"859","V96","Acidente de uma aeronave sem motor causando traumatismo a ocupante"
"860","V96.0","Acidente de balão causando traumatismo a ocupante"
"861","V96.1","Acidente de asa delta causando traumatismo a ocupante"
"862","V96.2","Acidente de planador (não-motorizado) causando traumatismo a ocupante"
"863","V96.8","Outros acidentes de aeronaves não-motorizadas causando traumatismo a ocupante"
"864","V96.9","Acidente não especificado de aeronave não-motorizada causando traumatismo a ocupante"
"865","V97","Outros acidentes especificados de transporte aéreo"
"866","V97.0","Ocupante de uma aeronave traumatizado em outros acidentes de transporte aéreo especificados"
"867","V97.1","Pessoa traumatizada ao embarcar em ou desembarcar de uma aeronave"
"868","V97.2","Paraquedista traumatizado em acidente de transporte aéreo"
"869","V97.3","Pessoa em terra traumatizada em acidente de transporte aéreo"
"870","V97.8","Outros acidentes de transporte aéreo não classificados em outra parte"
"871","V98","Outros acidentes de transporte especificados"
"872","V99","Acidente de transporte não especificado"
